pais,año,mortalidad_infantil,esperanza_de_vida,fecundidad,poblacion,pib
Liechtenstein,2011,,82.2,1.66,36270,
Lituania,2011,5,73.4,1.55,3028642,88559759896.8432
Luxemburgo,2011,1.8,81.1,1.53,518584,67356474612.3632
Macedonia del Norte,2011,7.5,75.1,1.63,2040446,35096260542.0182
Madagascar,2011,40.6,60.8,4.74,22822300,36847775959.774
Malasia,2011,6.7,75,2.15,29162039,703266428532.347
Malaui,2011,53.8,58.2,5.08,15265022,23404772889.5358
Maldivas,2011,10.1,74.9,2.31,373674,6569849452.31958
Mali,2011,81,61.1,6.55,16469049,43031126023.5047
Malta,2011,5.6,81,1.44,424628,16010384727.488
Marruecos,2011,27.4,71.2,2.6,32912588,246969246458.906
Mauricio,2011,13.1,74.2,1.48,1286267,25154300196.1043
Mauritania,2011,69.2,66.3,5.38,3502811,19802151393.5492
Mexico,2011,13.8,75.7,2.32,115243504,2357605527021.8
"Micronesia, Estados Federados de",2011,32,65.7,3.22,107698,426369074.6907
Moldavia,2011,14.5,71.3,1.65,3557266,36345685134.5955
Monaco,2011,3.2,78.5,2.22,33946,11576223380.2798
Mongolia,2011,23.4,67.1,2.6,2745180,30087436145.1174
Montenegro,2011,5.7,75.3,1.68,632688,12704772089.6813
Mozambique,2011,68.1,60.1,5.6,23649039,30165049256.0544
Myanmar,2011,44.5,63.8,2.31,49419820,201564281268.002
Namibia,2011,36,62.5,3.66,2146325,23535039528.7985
Nauru,2011,31.5,57.5,4.12,10098,80038983.29328
Nepal,2011,34.6,71,2.46,27464494,87245096125.5425
Nicaragua,2011,21.3,75,2.56,5819051,34776120064.8548
Niger,2011,63.7,56,7.59,17176283,22640081123.2307
Nigeria,2011,78.8,59.9,5.89,171379598,940532059873.662
Noruega,2011,2.5,81.1,1.88,4952968,411554167733.765
Nueva Zelanda,2011,5,81,2.1,4382700,183262097278.386
Oman,2011,10,74,2.96,3076763,136732299239.725
Paises Bajos,2011,3.6,80.9,1.75,16851057,1050126556572.69
Pakistan,2011,72.1,66.9,4.31,203746065,865119465388.422
Palaos,2011,16.2,68.3,1.97,18078,319666198.99392
Panama,2011,16.5,78.2,2.6,3693505,92335632686.4679
Papua Nueva Guinea,2011,49.2,64.5,3.82,7859346,27624286871.5684
Paraguay,2011,19.8,73.9,2.67,5814626,76226645164.0528
Peru,2011,15.6,79.5,2.41,29304086,372941380301.518
Polonia,2011,4.7,76.8,1.34,38208643,1089773972850.27
Portugal,2011,3.1,80.5,1.34,10557052,381397729928.5
Reino Unido,2011,4.2,80.8,1.91,63509285,2996299471191.46
Republica Centroafricana,2011,99.7,50.8,6.01,4565021,6925814260.46619
Republica Checa,2011,3.2,77.8,1.43,10495511,416757457672.954
Republica Democratica del Congo,2011,82.6,57.5,6.58,70849311,75566423410.2176
Republica Dominicana,2011,27.5,74.8,2.53,9945621,151751138651.738
Republica Eslovaca,2011,6.8,75.9,1.45,5398109,164473720071.456
Republica Kirguisa,2011,24.6,69.9,3.14,5594535,28492136861.6781
Republica del Congo,2011,39.6,62.6,4.83,4609724,39147716809.6095
Ruanda,2011,40,54.5,4.33,10573733,19817448783.1203
Rumania,2011,11.5,74.4,1.48,20282011,530332795755.054
Rusia,2011,9.8,70.1,1.6,144043748,4961535696628.9
Samoa,2011,16,72.8,4.56,194713,1288371351.1943
San Cristobal y Nieves,2011,9.6,73.6,1.74,46886,1189967089.31478
San Marino,2011,3,84.6,1.46,32169,2065703986.39044
San Vicente y las Granadinas,2011,18.2,73.7,2.08,109349,1440005655.72407
Santa Lucia,2011,13.9,76.1,1.5,171801,3717407478.81069
Santa Sede,2011,,,1,,
Santo Tome y Principe,2011,38.7,67,4.72,185649,905312365.68084
Senegal,2011,45.3,67.5,5.1,12958897,43579207897.6108
Serbia,2011,6.4,74.4,1.4,7364859,132461256756.196
Seychelles,2011,12.2,73.4,2.37,97024,2368007812.97152
Sierra Leona,2011,102.3,54.3,5.21,6387251,16561240857.3739
Singapur,2011,2.2,83.1,0.96,5182239,514579522086.73
Siria,2011,12.8,74.2,3.29,22878098,220746747233.838
Somalia,2011,95.1,42.6,7.27,12348830,13015467262.9072
Sri Lanka,2011,9.1,75.4,2.14,21009048,223084420721.045
Suazilandia,2011,53.6,50.8,3.32,1117833,9332535422.0919
Sudafrica,2011,37.1,59.7,2.44,52995205,765882949539.582
Sudan,2011,52.2,66.1,5.09,36140806,161463603823.74
Sudan del Sur,2011,68.3,56.2,5.19,10288109,6846921725.462
Suecia,2011,2.4,81.7,1.9,9449259,537226632468.664
Suiza,2011,3.8,82.7,1.51,7914372,592002058627.534
Surinam,2011,21.4,72.6,2.67,556269,13255630653.695
Tailandia,2011,12,75.5,1.57,69007208,1156998843824.29
Tanzania,2011,40.4,62.8,5.14,46029367,127948188637.788
Tayikistan,2011,43.3,72,3.46,7824785,20129108785.3888
Timor Oriental,2011,51.1,68.4,4.61,1110207,4653768944.40444
Togo,2011,57.9,60.2,4.98,6916474,14170579067.3823
Tonga,2011,15,71.7,3.83,107570,629009539.2473
Trinidad y Tobago,2011,20.4,73.5,1.61,1394983,48565456719.0306
Tunez,2011,14.2,74,2.19,10886035,131380294632.333
Turkmenistan,2011,48.9,69.6,2.9,5683417,56434565256.509
Turquia,2011,15.3,77.2,2.05,74215203,1591104862418.92
Tuvalu,2011,25.6,63,3.46,10780,39750595.3306
Ucrania,2011,9.6,71,1.46,46307853,823536867903.557
Uganda,2011,46.3,60,5.89,33354543,79532751381.4942
Uruguay,2011,10.3,76.4,1.99,3326825,86827875349.0423
Uzbekistan,2011,38.4,70.2,2.35,28823196,175828730510.428
Vanuatu,2011,24,69.3,4.09,243474,825610848.25296
Venezuela,2011,14.1,74.7,2.4,29185212,510558189535.548
Vietnam,2011,19.3,74.4,1.93,88468314,677014297075.633
Yemen,2011,40.3,69.2,4.63,27582897,85876122610.551
Yibuti,2011,60.5,65.2,3.34,948558,3846163264.47522
Zambia,2011,51.1,55.9,5.26,14437796,48159338937.9464
Zimbabue,2011,54,58.2,4.13,13595424,39099107888.1734
Afganistan,2012,71.7,66.3,5.99,30560034,91231454419.2508
Albania,2012,13.8,78.4,1.72,2910004,35770632944.4873
Alemania,2012,3.3,80.7,1.41,80916390,4705946573654.33
Andorra,2012,2.3,83.1,1.26,76834,4469597620.05326
Angola,2012,104.1,61.1,6.04,25177394,253066545141.995
Antigua y Barbuda,2012,6.8,77.7,1.66,87260,2233237030.7886
Arabia Saudita,2012,13.8,72.2,2.78,27062443,1609449004780.37
Argelia,2012,22.4,74.8,3,37646166,553306015949.635
Argentina,2012,12.3,76.1,2.3,42161721,1215352365139.07
Armenia,2012,14.6,74.6,1.65,2922528,34474941411.3754
Australia,2012,3.6,82.4,1.93,22852644,1239472379336.51
Austria,2012,3.3,80.8,1.44,8431601,518134942843.109
Azerbaiyan,2012,31.2,71.7,2.14,9376181,183054685635.602
Bahamas,2012,10.9,72.8,1.76,375469,12641101660.1291
Banglades,2012,35.3,69,2.26,155070101,712089410735.589
Barbados,2012,13,77.4,1.73,276938,5244122562.86378
Barein,2012,6.3,75.5,2.11,1216303,66308996845.28
Belgica,2012,3.5,80.3,1.78,11107518,626260623660.699
Belice,2012,15.5,74.1,2.51,334414,3933231633.39874
Benin,2012,68.5,62.6,5.43,10397657,28902642492.8574
Bielorrusia,2012,4,72,1.62,9463076,244896192362.247
Bolivia,2012,34,69.8,3.08,10515807,85264320894.4383
Bosnia y Herzegovina,2012,5.9,76.5,1.25,3670113,46326859818.6318
Botsuana,2012,38.2,66.9,3.07,2108617,31539889513.1475
Brasil,2012,14.3,75.3,1.77,196876111,3707614146502.17
Brunei,2012,8.1,77,1.97,405557,36385950966.5586
Bulgaria,2012,10.5,74.6,1.5,7317014,165438105658.562
Burkina Faso,2012,65.4,64.8,5.79,17172287,34407503734.6631
Burundi,2012,59.5,59.9,5.99,10071028,9654665517.8072
Butan,2012,30.8,70.1,2.07,717279,7993317395.70666
Cabo Verde,2012,22.4,75,2.15,511955,3787352069.52055
Camboya,2012,30.7,71.1,2.75,14945085,62159052634.2009
Camerun,2012,62.4,56.7,4.98,20809529,91189670305.7201
Canada,2012,4.7,81.9,1.63,34922516,1887031289087.16
Catar,2012,7.3,78.9,2.04,1907117,274301993879.475
Chad,2012,90.2,55.2,6.91,13210998,38150036355.2535
Chile,2012,7.4,79.4,1.8,17519119,467243613009.628
China,2012,11.5,77.3,1.8,1369520864,16732606404552.5
Chipre,2012,2.8,79.6,1.38,1165397,45673478988.921
Cisjordania y Gaza,2012,19.4,75,4.15,4215313,25330276382.0984
Colombia,2012,14.9,78.9,1.9,45715810,698513758862.99
Comoras,2012,59.8,75,4.65,681630,1955187403.3881
Corea del Norte,2012,22.7,72.9,1.88,25211728,43011645391.4808
Corea del Sur,2012,3.3,81.3,1.27,49599579,1955236205747.44
Costa Rica,2012,8.8,80,1.85,4663934,93095822678.7602
Costa de Marfil,2012,72.8,60.1,5.19,23467078,99363845467.6037
Croacia,2012,4.1,77.3,1.52,4259236,120369572722.022
Cuba,2012,4.6,78.9,1.67,11303175,163337369033.085
Dinamarca,2012,3.2,80,1.72,5591917,335519998539.624
Dominica,2012,18.7,75.6,1.83,69118,1204804760.3984
Ecuador,2012,20.1,76.9,2.51,15572194,201831622834.468
Egipto,2012,22.6,68.8,3.4,93161001,1218248266040.45
El Salvador,2012,16,72.1,2.19,6113975,56037150884.3913
Emiratos Arabes Unidos,2012,6.7,77.5,1.53,7497118,518491884061.624
Eritrea,2012,37,60.6,4.41,3036988,5153261459.004
Eslovenia,2012,2.4,79.9,1.59,2053321,76061302632.3355
Espana,2012,3.7,82.2,1.32,47018323,1929352130384.44
Estados Unidos,2012,6.1,78.9,1.86,317115355,19386698377148.5
Estonia,2012,2.9,76.5,1.56,1322616,45121523917.9675
Etiopia,2012,46.2,61.8,4.89,95798767,151052503052.119
Filipinas,2012,23.9,70.9,3.14,100175512,670931122485.53
Finlandia,2012,2.2,80.6,1.8,5413971,292125250321.025
Fiyi,2012,20,67.4,2.61,914918,9641124116.70354
Francia,2012,3.5,81.9,1.99,64058465,3198799608667.29
Gabon,2012,39.7,65.4,4.09,1846889,35922734810.6692
Gambia,2012,50.1,67.5,5.52,2043094,5260834453.1994
Georgia,2012,12.8,72.2,1.93,3839208,50654355631.9176
Ghana,2012,47,63.3,4.15,26734268,142753324266.623
Granada,2012,11.5,75.4,1.97,112775,1485185905.632
Grecia,2012,3.9,80.3,1.35,11048298,345261818916.884
Guatemala,2012,26.6,71.9,3.22,15089647,152810260805.991
Guinea,2012,66.8,59.1,5.23,10921581,30175274479.6493
Guinea Ecuatorial,2012,74.3,60.8,5.04,1293483,46192207716.0922
Guinea-Bisau,2012,67.4,58.4,5,1651417,3557651358.78825
Guyana,2012,33.3,67.9,2.7,746288,8608431005.34528
Haiti,2012,56.2,60.5,3.32,10069771,33086322601.4711
Honduras,2012,19.2,72.4,2.93,8715076,48809722274.5898
Hungria,2012,5.4,75.3,1.33,9916623,279447029383.335
India,2012,42.6,68.3,2.47,1278674502,6982122443962.78
Indonesia,2012,25.3,70.7,2.51,252698525,2453351886711.57
Irak,2012,28.7,69,4.54,33654842,449528208887.176
Iran,2012,15.1,76.9,1.85,79370580,1127264691300.64
Irlanda,2012,3.4,80.9,1.99,4600132,273749239317.545
Islandia,2012,1.7,82,2.03,320841,17877023405.6674
Islas Marshall,2012,31.2,63.2,3.38,51419,218224515.91846
Islas Salomon,2012,25.5,63.7,4.33,573606,1573661290.80798
Israel,2012,3.4,82.3,3.05,7607780,298980820735.059
Italia,2012,3.2,82,1.42,60531515,2893161744984.48
Jamaica,2012,14.8,76.9,1.65,2772430,26828382508.4951
Japon,2012,2.2,83.4,1.38,127928285,5321423123009.68
Jordania,2012,16.8,75.5,3.57,7587127,84111117080.5824
Kazajistan,2012,16,69.7,2.64,17306106,499821831310.187
Kenia,2012,39.2,65.5,4.12,43888303,192579148100.384
Kiribati,2012,46.6,69.3,3.77,112284,251742276.39636
Kuwait,2012,8.5,78.6,1.99,3337025,216600495503.319
Laos,2012,55.4,64.7,2.95,6518978,36564749164.3097
Lesoto,2012,72.3,52.9,3.3,2034354,5887882376.0757
Letonia,2012,7.6,74.1,1.44,2034633,55945378778.9162
Libano,2012,7.9,79.4,2.35,5235742,90700336613.924
Liberia,2012,59.4,58.2,4.88,4373043,7298490257.5347
Libia,2012,12.9,73.9,2.68,6179328,127266844417.413
Liechtenstein,2012,,82.3,1.51,36596,
Lituania,2012,4.5,73.8,1.59,2988329,92400120023.9016
Luxemburgo,2012,1.6,81.4,1.57,530947,68436628651.6297
Macedonia del Norte,2012,6.5,75.3,1.71,2027289,34847169795.9779
Madagascar,2012,39.3,60.9,4.61,23462438,37957317045.8435
Malasia,2012,6.6,75.2,2.12,29662831,741759394416.506
Malaui,2012,50.2,59.1,4.9,15709577,23849463531.7791
Maldivas,2012,9.2,75.1,2.25,386818,6726822083.39136
Mali,2012,79.2,61.5,6.52,16957033,42785595314.7003
Malta,2012,5.5,81.2,1.42,426611,16595162494.8386
Marruecos,2012,26.4,71.4,2.54,33355241,254455260457.414
Mauricio,2012,12.8,74.4,1.48,1289170,26020220619.2419
Mauritania,2012,68.1,66.4,5.35,3619034,20687310195.8066
Mexico,2012,13.1,76,2.29,116818208,2441376219917.59
"Micronesia, Estados Federados de",2012,31.1,65.8,3.18,107890,418409532.8103
Moldavia,2012,14.3,71.8,1.66,3482626,35377857355.8442
Monaco,2012,3.1,78.7,2.29,34711,11837102744.1493
Mongolia,2012,22.1,67.5,2.74,2795459,33766121514.9553
Montenegro,2012,5.3,75.5,1.73,633540,12353994876.5424
Mozambique,2012,63.6,59.8,5.52,24337846,32576595059.6437
Myanmar,2012,43.2,64.2,2.28,49837446,216344325675.405
Namibia,2012,35.5,63.1,3.68,2194654,24726308398.5533
Nauru,2012,31,57.8,4.12,10267,100272294.40961
Nepal,2012,33.1,71.3,2.42,27534915,91319565973.3371
Nicaragua,2012,20.6,74.9,2.53,5901287,37035224309.757
Niger,2012,61.6,56.4,7.53,17836769,25028370720.447
Nigeria,2012,76.2,60.3,5.8,176200625,980317141292.05
Noruega,2012,2.3,81.4,1.85,5018458,422740597156.763
Nueva Zelanda,2012,4.9,81.3,2.09,4411676,187806517643.377
Oman,2012,10,74.2,2.93,3547106,148851050097.203
Paises Bajos,2012,3.5,81,1.72,16915194,1039959872406.64
Pakistan,2012,70.6,67.1,4.2,207667125,891311682276.338
Palaos,2012,15.7,68.3,2.01,17765,323672934.79235
Panama,2012,16,78.3,2.59,3759256,101225055050.152
Papua Nueva Guinea,2012,48,64.6,3.75,8081390,28910782959.5603
Paraguay,2012,19.2,74,2.66,5897008,75686927654.6427
Peru,2012,14.9,79.9,2.36,29550366,395838954395.173
Polonia,2012,4.6,76.9,1.33,38247868,1107387299056.16
Portugal,2012,3.1,80.6,1.28,10513150,365906329421.448
Reino Unido,2012,4.1,80.9,1.91,63960484,3041381319342.34
Republica Centroafricana,2012,97.7,51.4,6.05,4610848,7275828370.78944
Republica Checa,2012,3.2,78.1,1.45,10507335,413432628256.615
Republica Democratica del Congo,2012,80.5,58,6.56,73254618,80921740070.8982
Republica Dominicana,2012,27.1,74.5,2.5,10070411,155963251105.91
Republica Eslovaca,2012,6.5,76.3,1.39,5404871,166979442809.985
Republica Kirguisa,2012,22.9,70.2,3.18,5696519,28444965618.3721
Republica del Congo,2012,37.6,62.7,4.79,4740450,43041800153.352
Ruanda,2012,37.1,56.6,4.2,10829901,21529975312.7922
Rumania,2012,10.9,74.8,1.51,20158452,539532526629.81
Rusia,2012,9.3,70.6,1.71,144291029,5157062267633.3
Samoa,2012,15.8,72.7,4.55,196498,1240287653.6286
San Cristobal y Nieves,2012,9.3,73.9,1.71,47033,1181189455.10958
San Marino,2012,2.9,84.9,1.29,33467,1946988835.8326
San Vicente y las Granadinas,2012,17.8,73.6,2.11,108736,1456840937.3888
Santa Lucia,2012,13.6,76.4,1.5,172587,3713364569.44281
Santa Sede,2012,,,1,,
Santo Tome y Principe,2012,37.5,67.5,4.66,189439,931955189.40066
Senegal,2012,44.1,68,5.13,13310495,45323681527.1768
Serbia,2012,6.2,74.6,1.44,7324623,131790548129.474
Seychelles,2012,12.2,73.5,2.41,99543,2480607101.46903
Sierra Leona,2012,97.9,54.5,5.06,6551080,18313143803.5012
Singapur,2012,2.2,83.4,1.03,5293340,535621563173.502
Siria,2012,12.6,68.9,3.22,22759763,162604223745.729
Somalia,2012,92.6,53.5,7.21,12461160,13886768417.814
Sri Lanka,2012,8.9,76,2.17,21169458,242341472460.877
Suazilandia,2012,51.5,52,3.27,1123863,9836177894.32473
Sudafrica,2012,36.8,61,2.45,53782567,784235285207.66
Sudan,2012,51.1,66.6,5.03,36923178,153080971919.552
Sudan del Sur,2012,66.1,56.2,5.06,10756240,3498918822.08
Suecia,2012,2.4,81.8,1.9,9519487,535003758452.341
Suiza,2012,3.7,82.8,1.52,7998926,598988502116.534
Surinam,2012,20.8,72.6,2.67,562633,13612253478.3849
Tailandia,2012,11.6,75.9,1.56,69436098,1240797911784.25
Tanzania,2012,38.8,63.6,5.14,47374260,133713154817.091
Tayikistan,2012,42.1,72.4,3.42,8014084,21638791824.4586
Timor Oriental,2012,49.3,68.4,4.4,1134885,4879971044.8914
Togo,2012,56.5,60.7,4.85,7100736,15063707484.7661
Tonga,2012,15,71.7,3.77,107460,634794924.7152
Trinidad y Tobago,2012,19.7,73.8,1.61,1403809,51871876771.5196
Tunez,2012,13.6,74.3,2.28,11009647,136920177428.601
Turkmenistan,2012,47.6,69.6,2.96,5808546,62698801935.6619
Turquia,2012,14.2,77.2,2.11,75197198,1667958131155.57
Tuvalu,2012,24.9,63,3.47,10934,38904838.01358
Ucrania,2012,9.1,71.2,1.53,46210056,824791285557.753
Uganda,2012,42.5,60.6,5.73,34337438,82584785338.1373
Uruguay,2012,10,76.5,2.01,3335401,89900000767.5751
Uzbekistan,2012,37.2,70.4,2.34,29261903,188316869123.767
Vanuatu,2012,24,69.4,4.06,248883,833949911.41587
Venezuela,2012,13.8,74.8,2.38,29553826,548279003939.054
Vietnam,2012,18.8,74.6,1.97,89510356,714280851471.011
Yemen,2012,38.4,69.4,4.63,28433647,85440862976.887
Yibuti,2012,58.9,65.5,3.26,966747,4116492900.66129
Zambia,2012,49,56.7,5.14,14913629,51818187373.4314
Zimbabue,2012,49.4,59.3,4.13,13817887,45615141934.356
Afganistan,2013,69.9,66.7,5.88,31622704,96341095338.7307
Albania,2013,13.3,78.5,1.74,2907573,36417586640.5955
Alemania,2013,3.3,80.7,1.42,81041582,4718536667724.76
Andorra,2013,2.2,83.2,1.14,75194,4311034330.76064
Angola,2013,101.4,61.7,5.95,26165620,265605013324.482
Antigua y Barbuda,2013,6.4,77.6,1.54,88064,2219815671.17312
Arabia Saudita,2013,13.3,72.7,2.67,28026825,1625513296311.07
Argelia,2013,22.1,74.9,3,38414171,567691972662.755
Argentina,2013,11.9,76.3,2.34,42582455,1244585524370.14
Armenia,2013,13.8,75.1,1.67,2922518,35637239873.7161
Australia,2013,3.4,82.5,1.88,23236270,1271008903067.26
Austria,2013,3.2,81,1.44,8481406,516833616380.015
Azerbaiyan,2013,30,72,2.15,9504409,193877076436.052
Bahamas,2013,10.5,72.9,1.74,378953,12279151520.3864
Banglades,2013,33.5,69.3,2.25,156532141,754911659108.116
Barbados,2013,12.7,77.4,1.73,277665,5191136900.71785
Barein,2013,5.9,75.8,2.17,1257203,69619376850.3735
Belgica,2013,3.4,80.5,1.75,11160276,628189589372.954
Belice,2013,15.1,74.2,2.5,341627,4108430591.6797
Benin,2013,67.2,62.7,5.41,10708834,30981156864.5478
Bielorrusia,2013,3.8,72.7,1.67,9464453,247472971281.328
Bolivia,2013,32.8,70,3.01,10682608,91058893824.195
Bosnia y Herzegovina,2013,5.6,76.7,1.28,3610859,47415474633.7181
Botsuana,2013,36.4,67.3,3.05,2140682,35041734068.6478
Brasil,2013,14.3,75.5,1.76,198478299,3819021377108.73
Brunei,2013,8.3,77,1.98,411202,35612828400.5674
Bulgaria,2013,10.1,74.9,1.48,7264600,166689979551.48
Burkina Faso,2013,63.7,65.4,5.7,17695409,36400587580.4974
Burundi,2013,57.6,60.3,5.89,10439341,10130079594.218
Butan,2013,29.5,70.5,2,725273,8132108593.63439
Cabo Verde,2013,21.9,75.1,2.07,512225,3811293313.20675
Camboya,2013,28.3,71.4,2.74,15170208,67043200092.865
Camerun,2013,60.4,57,4.91,21402376,95745076855.8323
Canada,2013,4.6,81.9,1.61,35293433,1930980603350.32
Catar,2013,7.2,79.7,2.03,2032641,277361989729.133
Chad,2013,88.4,55.5,6.84,13691079,39221042115.7008
Chile,2013,7.3,79.5,1.79,17687006,482702406503.696
China,2013,10.6,77.8,1.71,1379008040,18038568112643.7
Chipre,2013,2.7,79.8,1.3,1183895,43442823548.9664
Cisjordania y Gaza,2013,19,75.6,4.05,4315261,26505204917.3324
Colombia,2013,14.5,79.2,1.86,46151584,734375410048.954
Comoras,2013,58.2,75.1,4.57,696192,2129732253.35808
Corea del Norte,2013,21.7,72.9,1.88,25329451,43456483499.8139
Corea del Sur,2013,3.2,81.8,1.21,50071164,2027043620745.67
Costa Rica,2013,8.7,80,1.78,4716147,95418345692.5408
Costa de Marfil,2013,70.6,60.3,5.14,23939775,110055606852.071
Croacia,2013,4,77.5,1.46,4242398,120491253125.469
Cuba,2013,4.4,78.7,1.68,11298167,168777310029.533
Dinamarca,2013,3.1,80.3,1.67,5615333,340196001771.865
Dominica,2013,19.3,75.7,1.78,69715,1204859024.512
Ecuador,2013,19.5,77.5,2.36,15807128,216386178665.812
Egipto,2013,21.8,69.2,3.49,95333553,1244872667930.44
El Salvador,2013,15.4,71.9,2.15,6138839,57260415131.5174
Emiratos Arabes Unidos,2013,6.4,78,1.53,7831847,546717398771.095
Eritrea,2013,36,60.8,4.34,3074360,4705824472.48
Eslovenia,2013,2.3,80.1,1.55,2056441,75446879120.8235
Espana,2013,3.7,82.6,1.28,46860389,1902293461930.15
Estados Unidos,2013,5.9,78.9,1.84,320110759,19833653987049.5
Estonia,2013,2.7,76.9,1.52,1317919,45914140460.701
Etiopia,2013,44.5,62.3,4.71,98438751,167037286965.815
Filipinas,2013,23.3,70.6,3.04,102076336,716222537399.883
Finlandia,2013,2.1,80.9,1.75,5439053,289267487257.849
Fiyi,2013,19.7,67.5,2.6,916352,10097556090.7827
Francia,2013,3.6,82.2,1.97,64387734,3223670443629.75
Gabon,2013,38,65.6,4.02,1913059,37948309703.2439
Gambia,2013,49.4,67.5,5.39,2103820,5411966057.6478
Georgia,2013,12,72.4,1.99,3809125,52996363057.6075
Ghana,2013,45.5,63.6,4.11,27386193,153192196819.06
Granada,2013,11.4,75.4,1.91,113487,1520104081.89816
Grecia,2013,3.8,80.7,1.29,10967540,337388326513.079
Guatemala,2013,25.9,72.1,3.15,15387337,158456323527.071
Guinea,2013,64.7,59.5,5.15,11191873,31365896378.3111
Guinea Ecuatorial,2013,72.2,61.4,4.95,1346218,44282992077.2318
Guinea-Bisau,2013,64.8,58.8,4.93,1695973,3673491051.86454
Guyana,2013,33,68.2,2.71,750021,8922930077.54679
Haiti,2013,54.8,60.5,3.22,10222362,34517234583.6548
Honduras,2013,18.6,72.8,2.86,8889278,50172274861.8603
Hungria,2013,5.4,75.7,1.35,9889346,285713310379.276
India,2013,40.9,68.7,2.4,1295829511,7428008205252.42
Indonesia,2013,24.4,71,2.44,255852467,2589691120793.01
Irak,2013,27.9,68.8,4.44,35281989,483819505749.971
Iran,2013,14.5,77.1,1.91,80414686,1110107957685.03
Irlanda,2013,3.2,81.1,1.93,4624686,279766507551.646
Islandia,2013,1.6,82.1,1.94,323885,18690568413.3362
Islas Marshall,2013,30.8,63.3,3.25,50681,226536649.28798
Islas Salomon,2013,24.9,63.6,4.33,594945,1656085582.2069
Israel,2013,3.3,82.5,3.04,7749379,311128092846.704
Italia,2013,3.1,82.4,1.38,60653868,2840624528236.9
Jamaica,2013,14.4,76.5,1.59,2783687,26967269285.8021
Japon,2013,2.1,83.6,1.39,127723645,5427264282800.43
Jordania,2013,16.3,75.9,3.45,7991809,86306372972.9423
Kazajistan,2013,14.6,70.4,2.67,17556502,529811141067.657
Kenia,2013,38,65.9,3.96,44986791,199893012409.555
Kiribati,2013,45.6,69.6,3.64,113838,271204274.76492
Kuwait,2013,8.1,79,1.97,3507746,219089637118.817
Laos,2013,53.7,64.9,2.87,6611385,39499545736.9606
